,ID,GeneID,geneSymbol,chr,strand,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference
A3_ss,19943,ENSG00000026297.17,RNASET2,chr6,-,"105,151,144,244,210,000,000","139,66,155,91,100,270,210","87,97,85,85,94,102,119,131,79,84","203,70,149,72,185,108,193,219,70,202",819,99,7.19E-13,9.78E-10,"0.084,0.217,0.101,0.245,0.202,0.101,0.13","0.049,0.143,0.065,0.125,0.058,0.102,0.069,0.067,0.12,0.048",0.07
A3_ss,2390,ENSG00000127507.18,ADGRE2,chr19,-,"30,60,57,76,40,47,94","9,2,10,22,0,2,17","58,10,7,6,12,16,11,19,5,4","0,1,2,0,0,0,0,0,0,0",676,99,8.90E-13,1.11E-09,"0.328,0.815,0.455,0.336,1.0,0.775,0.447","1.0,0.594,0.339,1.0,1.0,1.0,1.0,1.0,1.0,1.0",-0.3
A3_ss,342,ENSG00000077942.19,FBLN1,chr22,+,"7,693,218,231,373,770,000,000,000,000","38,46,76,70,67,150,92","4,570,379,768,283,100,000,000,000,000,000,000,000,000","87,81,151,71,146,132,264,242,90,206",155,99,2.04E-12,2.35E-09,"0.992,0.968,0.963,0.972,0.976,0.97,0.981","0.971,0.968,0.967,0.965,0.962,0.954,0.943,0.949,0.973,0.968",0.013
A3_ss,5152,ENSG00000197111.16,PCBP2,chr12,+,"153,123,101,148,221,000,000","786,457,852,109,758,000,000,000","191,220,242,243,329,000,000,000,000,000","127,158,111,425,851,000,000,000,000,000,000,000",1314,99,3.00E-12,3.20E-09,"0.014,0.02,0.009,0.01,0.027,0.015,0.012","0.011,0.028,0.016,0.03,0.019,0.037,0.021,0.024,0.031,0.02",-0.008
A3_ss,14806,ENSG00000100711.14,ZFYVE21,chr14,+,"113,167,179,255,173,000,000","171,77,167,172,141,291,163","219,40,42,53,89,47,58,81,21,33","253,71,157,78,223,64,113,136,70,138",286,99,4.12E-11,4.11E-08,"0.186,0.429,0.271,0.339,0.298,0.191,0.285","0.231,0.163,0.085,0.19,0.121,0.203,0.151,0.171,0.094,0.076",0.137
A3_ss,9185,ENSG00000135926.15,TMBIM1,chr2,-,"44,44,42,85,37,33,82","329,178,259,372,211,000,000","33,22,28,11,18,29,22,56,15,23","603,172,405,143,375,000,000,000,000,000",290,99,4.84E-11,4.53E-08,"0.044,0.078,0.052,0.072,0.056,0.025,0.046","0.018,0.042,0.023,0.026,0.016,0.062,0.025,0.051,0.023,0.016",0.023
A3_ss,3320,ENSG00000290948.2,ENSG00000290948,chr15,-,"178,111,121,191,110,000,000","129,72,194,177,55,156,97","123,157,236,290,406,000,000,000,000,000","29,36,124,40,119,74,217,237,46,148",431,99,6.04E-11,5.03E-08,"0.241,0.262,0.125,0.199,0.315,0.197,0.288","0.493,0.5,0.304,0.625,0.439,0.463,0.302,0.373,0.45,0.288",-0.191
A3_ss,23589,ENSG00000100767.17,PAPLN,chr14,+,"15,19,24,56,5,8,10","2,4,6,7,1,5,2","16,7,11,3,3,2,2,2,5,4","0,1,1,1,0,0,0,0,0,1",167,99,6.04E-11,5.03E-08,"0.816,0.738,0.703,0.826,0.748,0.487,0.748","1.0,0.806,0.867,0.64,1.0,1.0,1.0,1.0,1.0,0.703",-0.178
A3_ss,12892,ENSG00000017260.20,ATP2C1,chr3,+,"11,4,2,11,3,12,6","0,2,7,8,2,0,4","4,4,9,3,13,3,4,4,10,14","1,1,2,0,0,0,0,0,0,1",119,99,1.29E-10,1.02E-07,"1.0,0.625,0.192,0.534,0.555,1.0,0.555","0.769,0.769,0.789,1.0,1.0,1.0,1.0,1.0,1.0,0.921",-0.288
A3_ss,9725,ENSG00000088833.18,NSFL1C,chr20,-,"122,110,96,153,73,113,108","279,142,237,358,222,000,000","179,51,62,54,59,39,58,133,55,53","416,159,432,183,560,000,000,000,000,000",418,99,1.39E-10,1.03E-07,"0.094,0.155,0.088,0.092,0.072,0.046,0.054","0.092,0.071,0.033,0.065,0.024,0.045,0.025,0.06,0.106,0.035",0.03
A3_ss,12681,ENSG00000181381.15,DDX60L,chr4,-,"0,0,0,0,0,0,3","5,26,28,44,11,21,21","19,0,1,3,7,9,17,2,0,0","12,19,36,13,12,6,7,7,10,21",102,99,1.45E-10,1.03E-07,"0.0,0.0,0.0,0.0,0.0,0.0,0.122","0.606,0.0,0.026,0.183,0.362,0.593,0.702,0.217,0.0,0.0",-0.251
A3_ss,3756,ENSG00000185100.12,ADSS1,chr14,+,"20,37,32,62,22,42,4","89,54,91,97,65,156,45","28,0,5,0,0,1,3,3,4,4","59,18,33,8,56,21,50,62,20,65",194,99,1.71E-10,1.16E-07,"0.103,0.259,0.152,0.246,0.147,0.121,0.043","0.195,0.0,0.072,0.0,0.0,0.024,0.03,0.024,0.093,0.03",0.106
A3_ss,12810,ENSG00000172508.11,CARNS1,chr11,+,"292,84,78,142,68,80,779","3,3,0,4,0,0,13","97,64,99,39,71,75,71,107,84,91","0,0,0,0,0,0,0,0,0,1",1330,99,3.45E-10,2.25E-07,"0.879,0.676,1.0,0.725,1.0,1.0,0.817","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.871",-0.116
A3_ss,5840,ENSG00000158104.11,HPD,chr12,-,"177,60,91,97,86,116,49","14,956,161,163,142,500,000,000,000","158,18,23,27,34,31,51,50,30,28","2,198,347,775,345,760,000,000,000,000,000,000",247,99,1.16E-09,7.25E-07,"0.045,0.038,0.03,0.027,0.05,0.028,0.014","0.028,0.02,0.012,0.03,0.018,0.025,0.018,0.017,0.024,0.01",0.013
A3_ss,4829,ENSG00000111199.12,TRPV4,chr12,-,"38,47,36,86,61,42,37","173,97,185,216,142,280,196","23,12,20,28,18,36,36,39,16,23","226,97,217,124,242,137,248,256,125,266",128,99,1.88E-09,1.12E-06,"0.145,0.273,0.131,0.235,0.249,0.104,0.127","0.073,0.087,0.067,0.149,0.054,0.169,0.101,0.105,0.09,0.063",0.085
A3_ss,15553,ENSG00000121716.21,PILRB,chr7,+,"48,176,410,231,419,500,000,000","2,1,1,2,1,5,3","843,370,658,425,781,000,000,000,000,000","9,4,2,0,0,7,20,15,5,11",308,99,5.75E-09,3.31E-06,"0.987,0.996,0.997,0.996,0.994,0.984,0.989","0.968,0.967,0.991,1.0,1.0,0.957,0.927,0.953,0.961,0.954",0.024
A3_ss,3765,ENSG00000126215.14,XRCC3,chr14,-,"19,18,18,35,42,31,26","0,0,0,0,1,1,0","24,3,10,16,30,17,20,13,8,18","6,0,1,0,2,3,5,2,0,2",193,99,7.66E-09,4.15E-06,"1.0,1.0,1.0,1.0,0.956,0.941,1.0","0.672,1.0,0.837,1.0,0.885,0.744,0.672,0.769,1.0,0.822",0.145
A3_ss,10320,ENSG00000260238.6,PMF1-BGLAP,chr1,+,"98,88,117,139,102,150,266","3,2,3,13,2,8,2","178,83,151,88,187,112,196,218,98,182","0,0,1,0,4,0,0,0,0,0",160,99,7.76E-09,4.15E-06,"0.953,0.965,0.96,0.869,0.969,0.921,0.988","1.0,1.0,0.989,1.0,0.967,1.0,1.0,1.0,1.0,1.0",-0.049
A3_ss,16903,ENSG00000115839.20,RAB3GAP1,chr2,+,"14,30,36,40,29,24,26","97,53,126,100,66,160,160","21,24,22,15,14,18,12,26,27,7","214,65,193,69,220,73,191,217,65,212",271,99,1.09E-08,5.64E-06,"0.05,0.171,0.095,0.127,0.138,0.052,0.056","0.035,0.119,0.04,0.074,0.023,0.083,0.022,0.042,0.132,0.012",0.04
A3_ss,6920,ENSG00000138326.21,RPS24,chr10,+,"8,12,0,11,21,0,18","30,352,382,410,194,300,000,000","13,31,1,35,7,14,1,17,16,0","369,283,563,226,499,000,000,000,000,000",102,99,2.31E-08,1.15E-05,"0.025,0.022,0.0,0.01,0.045,0.0,0.015","0.033,0.096,0.002,0.131,0.013,0.056,0.003,0.036,0.039,0.0",-0.024
A3_ss,13765,ENSG00000147140.17,NONO,chrX,+,"46,80,112,140,76,130,101","213,151,189,258,145,000,000","44,60,53,50,71,94,98,86,81,128","477,167,280,242,468,000,000,000,000,000",347,99,2.65E-08,1.28E-05,"0.058,0.131,0.145,0.134,0.13,0.109,0.069","0.026,0.093,0.051,0.056,0.041,0.164,0.102,0.099,0.089,0.067",0.032
A3_ss,20369,ENSG00000291082.2,HERC2P9,chr15,+,"4,10,31,19,6,33,16","0,3,8,9,1,0,2","1,20,51,10,40,12,28,30,9,21","0,0,2,2,0,0,3,1,1,0",107,99,2.79E-08,1.30E-05,"1.0,0.755,0.782,0.661,0.847,1.0,0.881","1.0,1.0,0.959,0.822,1.0,1.0,0.896,0.965,0.893,1.0",-0.107
A3_ss,12679,ENSG00000164746.14,C7orf57,chr7,+,"38,7,15,20,35,53,43","2,0,0,0,0,1,0","39,44,64,59,129,49,80,105,38,65","3,0,8,3,8,4,9,8,0,4",147,99,3.12E-08,1.42E-05,"0.928,1.0,1.0,1.0,1.0,0.973,1.0","0.897,1.0,0.843,0.93,0.916,0.892,0.857,0.898,1.0,0.916",0.071
A3_ss,15552,ENSG00000121716.21,PILRB,chr7,+,"580,899,116,217,156,000,000,000","10,3,1,8,2,8,5","9,874,137,524,888,780,000,000,000,000,000","5,1,8,2,0,7,35,21,8,20",342,99,3.43E-08,1.47E-05,"0.944,0.989,0.997,0.984,0.989,0.976,0.982","0.983,0.992,0.965,0.986,1.0,0.959,0.88,0.939,0.939,0.921",0.024
A3_ss,23578,ENSG00000287151.2,LINC03124,chr2,+,"0,2,0,4,2,4,5","1,5,10,3,4,4,13","0,1,1,1,4,0,1,0,0,0","17,6,22,2,17,2,13,4,2,7",114,99,3.37E-08,1.47E-05,"0.0,0.258,0.0,0.537,0.303,0.465,0.25","0.0,0.126,0.038,0.303,0.17,0.0,0.063,0.0,0.0,0.0",0.189
A3_ss,5395,ENSG00000105401.10,CDC37,chr19,-,"13,38,49,79,21,22,44","70,74,131,161,93,158,210","25,22,19,13,15,22,25,48,15,34","221,78,130,103,204,68,116,162,158,302",252,99,7.44E-08,3.09E-05,"0.068,0.168,0.128,0.162,0.081,0.052,0.076","0.043,0.1,0.054,0.047,0.028,0.113,0.078,0.104,0.036,0.042",0.04
A3_ss,11406,ENSG00000291091.2,ENSG00000291091,chr3,-,"5,6,5,6,8,6,6","0,0,0,0,23,19,11","3,3,6,1,7,3,10,18,2,9","0,0,0,0,0,0,0,0,0,0",148,99,8.11E-08,3.28E-05,"1.0,1.0,1.0,1.0,0.189,0.174,0.267","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",-0.339
A3_ss,5612,ENSG00000304309.1,ENSG00000304309,chr12,-,"1,3,6,6,4,2,3","3,2,0,3,0,2,2","1,0,2,1,1,0,0,0,1,1","0,1,2,1,0,2,3,3,1,1",119,99,9.48E-08,3.64E-05,"0.217,0.555,1.0,0.625,1.0,0.454,0.555","1.0,0.0,0.454,0.454,1.0,0.0,0.0,0.0,0.454,0.454",0.248
A3_ss,11407,ENSG00000291091.2,ENSG00000291091,chr3,-,"5,6,7,6,9,5,6","0,0,0,0,23,19,11","3,5,7,5,7,5,10,26,5,10","0,0,0,0,0,0,0,0,0,0",163,99,9.30E-08,3.64E-05,"1.0,1.0,1.0,1.0,0.192,0.138,0.249","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",-0.346
A3_ss,22042,ENSG00000157193.18,LRP8,chr1,-,"1,22,7,32,17,13,20","84,74,106,145,86,180,111","14,3,10,3,2,4,1,4,9,7","148,25,67,69,157,69,114,149,69,116",151,99,1.02E-07,3.81E-05,"0.008,0.163,0.041,0.126,0.115,0.045,0.106","0.058,0.073,0.089,0.028,0.008,0.037,0.006,0.017,0.079,0.038",0.043
A3_ss,13495,ENSG00000108654.16,DDX5,chr17,-,"93,612,278,091,382,100,000,000,000","2,9,12,30,3,12,7","1,696,148,814,431,620,000,000,000,000,000,000,000,000","16,0,2,3,11,3,7,2,6,4",360,99,1.05E-07,3.83E-05,"0.992,0.974,0.949,0.927,0.993,0.969,0.986","0.967,1.0,0.995,0.993,0.976,0.994,0.982,0.997,0.987,0.991",-0.018
A3_ss,7249,ENSG00000197912.16,SPG7,chr16,+,"28,39,38,47,41,31,43","0,0,0,0,1,0,3","37,27,37,25,28,40,52,74,36,49","0,0,1,0,1,2,7,4,3,4",602,99,1.11E-07,3.94E-05,"1.0,1.0,1.0,1.0,0.871,1.0,0.702","1.0,1.0,0.859,1.0,0.822,0.767,0.55,0.753,0.664,0.668",0.131
A3_ss,10502,ENSG00000152952.14,PLOD2,chr3,-,"9,27,40,42,20,27,30","93,55,102,98,85,203,66","6,12,23,7,8,4,13,5,12,20","47,49,113,38,100,62,110,76,54,138",294,99,1.31E-07,4.55E-05,"0.032,0.142,0.117,0.126,0.073,0.043,0.133","0.041,0.076,0.064,0.058,0.026,0.021,0.038,0.022,0.07,0.047",0.049
A3_ss,2856,ENSG00000290927.2,ENSG00000290927,chr16,+,"4,11,14,28,21,17,7","3,0,2,1,2,2,3","39,10,13,11,21,21,31,31,7,6","0,1,1,0,1,1,1,0,0,1",408,99,1.76E-07,5.96E-05,"0.244,1.0,0.629,0.872,0.718,0.673,0.362","1.0,0.708,0.759,1.0,0.836,0.836,0.883,1.0,1.0,0.593",-0.219
A3_ss,14436,ENSG00000189067.15,LITAF,chr16,-,"5,9,21,26,6,12,10","1,4,5,2,1,2,5","14,10,10,3,4,11,13,18,10,6","0,1,0,0,0,0,1,0,0,5",158,99,1.79E-07,5.96E-05,"0.758,0.585,0.725,0.891,0.79,0.79,0.556","1.0,0.862,1.0,1.0,1.0,1.0,0.891,1.0,1.0,0.429",-0.19
A3_ss,21617,ENSG00000077782.23,FGFR1,chr8,-,"1,299,188,617,753,060,000,000,000,000","21,27,29,28,18,32,31","2,659,140,817,811,290,000,000,000,000,000,000,000,000","49,27,38,33,81,52,81,95,27,52",1308,99,1.92E-07,6.26E-05,"0.824,0.841,0.822,0.892,0.831,0.78,0.859","0.804,0.798,0.78,0.749,0.608,0.677,0.624,0.674,0.853,0.794",0.099
A3_ss,6818,ENSG00000138162.19,TACC2,chr10,+,"80,69,76,153,56,123,146","0,0,1,6,0,4,1","140,30,76,63,124,62,109,205,79,129","10,2,3,4,9,5,5,7,5,11",111,99,2.29E-07,7.29E-05,"1.0,1.0,0.985,0.958,1.0,0.965,0.992","0.926,0.93,0.958,0.934,0.925,0.917,0.951,0.963,0.934,0.913",0.051
A3_ss,23298,ENSG00000184925.12,LCN12,chr9,+,"69,63,60,120,169,207,69","9,3,3,7,16,37,4","149,78,110,143,184,132,157,260,56,71","14,13,30,39,81,41,54,72,9,16",333,99,2.64E-07,8.24E-05,"0.695,0.862,0.856,0.836,0.758,0.625,0.837","0.76,0.641,0.522,0.522,0.403,0.489,0.464,0.518,0.649,0.569",0.228
A3_ss,6123,ENSG00000174080.12,CTSF,chr11,-,"56,31,26,57,18,34,46","307,132,224,235,163,000,000","50,17,26,17,28,25,21,47,10,31","262,120,285,210,425,000,000,000,000,000",194,99,2.82E-07,8.49E-05,"0.085,0.107,0.056,0.11,0.053,0.046,0.055","0.089,0.067,0.044,0.04,0.033,0.056,0.023,0.043,0.027,0.033",0.028
A3_ss,11994,ENSG00000163374.21,YY1AP1,chr1,-,"48,66,129,128,45,125,128","7,0,10,7,2,3,6","59,52,131,50,155,55,145,112,65,153","0,2,2,0,5,1,1,1,1,0",103,99,2.84E-07,8.49E-05,"0.868,1.0,0.925,0.946,0.956,0.976,0.953","1.0,0.962,0.984,1.0,0.968,0.981,0.993,0.991,0.984,1.0",-0.04
A3_ss,19430,ENSG00000103042.9,SLC38A7,chr16,-,"24,27,22,41,23,27,26","0,0,0,0,1,1,2","31,10,22,25,24,25,23,27,22,23","2,1,4,0,2,4,7,1,0,1",198,99,2.89E-07,8.49E-05,"1.0,1.0,1.0,1.0,0.92,0.931,0.867","0.886,0.833,0.733,1.0,0.857,0.758,0.622,0.931,1.0,0.92",0.106
A3_ss,23299,ENSG00000184925.12,LCN12,chr9,+,"60,58,58,117,152,189,65","9,3,3,7,16,37,4","133,69,100,128,169,124,149,242,55,65","14,13,30,39,81,41,54,72,9,16",311,99,3.18E-07,9.17E-05,"0.68,0.86,0.86,0.842,0.751,0.619,0.838","0.751,0.628,0.515,0.511,0.399,0.491,0.468,0.517,0.66,0.564",0.228
A3_ss,11071,ENSG00000134769.23,DTNA,chr18,+,"95,43,73,101,63,65,177","8,3,4,15,4,3,11","60,51,95,67,128,50,61,71,52,101","3,4,2,0,4,2,1,1,0,2",102,99,3.88E-07,0.000109646,"0.92,0.933,0.947,0.867,0.939,0.955,0.94","0.951,0.925,0.979,1.0,0.969,0.96,0.983,0.986,1.0,0.98",-0.045
A3_ss,20222,ENSG00000171503.13,ETFDH,chr4,+,"114,106,126,197,76,81,131","50,31,63,60,100,174,79","138,68,80,95,121,80,92,97,53,43","49,67,93,71,131,76,120,83,63,143",2598,99,4.78E-07,0.000132451,"0.08,0.115,0.071,0.111,0.028,0.017,0.059","0.097,0.037,0.032,0.049,0.034,0.039,0.028,0.043,0.031,0.011",0.029
A3_ss,10954,ENSG00000115486.13,GGCX,chr2,-,"127,164,138,269,130,000,000","0,3,4,1,1,3,1","175,81,118,95,147,112,114,206,133,188","2,2,5,5,9,4,10,12,0,11",685,99,5.02E-07,0.000136693,"1.0,0.888,0.833,0.975,0.949,0.867,0.966","0.927,0.854,0.773,0.733,0.702,0.802,0.622,0.713,1.0,0.712",0.142
A3_ss,7354,ENSG00000163482.12,STK36,chr2,+,"147,154,192,255,113,000,000","22,36,80,73,15,35,19","147,79,150,116,188,158,254,259,126,184","19,3,9,8,15,26,35,30,4,25",162,99,5.60E-07,0.000149648,"0.803,0.723,0.595,0.681,0.822,0.785,0.816","0.825,0.941,0.911,0.899,0.885,0.788,0.816,0.841,0.951,0.818",-0.121
A3_ss,6161,ENSG00000293413.2,ENSG00000293413,chr20,-,"1,9,5,14,2,4,3","14,21,34,34,6,20,11","5,0,0,0,0,0,0,5,1,0","43,5,8,5,5,4,14,15,5,3",135,99,6.03E-07,0.000155582,"0.05,0.239,0.097,0.232,0.196,0.128,0.167","0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.128,0.0",0.118
A3_ss,23104,ENSG00000148180.22,GSN,chr9,+,"50,51,47,151,32,40,203","94,78,182,240,98,305,362","104,20,32,16,22,16,32,74,42,50","145,80,222,84,221,149,350,319,131,450",138,99,5.97E-07,0.000155582,"0.276,0.319,0.156,0.311,0.19,0.086,0.287","0.34,0.152,0.094,0.12,0.067,0.072,0.062,0.143,0.187,0.074",0.101
A3_ss,13325,ENSG00000231160.13,KLF3-AS1,chr4,-,"6,4,5,16,13,7,8","3,3,6,11,0,1,4","0,10,9,10,14,8,2,11,9,8","1,0,1,0,1,0,1,1,0,3",319,99,6.21E-07,0.000157653,"0.383,0.293,0.205,0.311,1.0,0.685,0.383","0.0,1.0,0.736,1.0,0.813,1.0,0.383,0.773,1.0,0.453",-0.25
A3_ss,3025,ENSG00000140632.17,GLYR1,chr16,-,"183,187,310,399,172,000,000","17,12,18,18,34,57,45","322,130,266,202,464,000,000,000,000,000","20,19,45,36,105,68,111,92,17,74",117,99,6.97E-07,0.000173953,"0.901,0.93,0.936,0.949,0.811,0.84,0.861","0.932,0.853,0.833,0.826,0.789,0.771,0.797,0.827,0.878,0.778",0.061
A3_ss,23639,ENSG00000197467.17,COL13A1,chr10,+,"1,6,3,3,4,2,0","0,0,0,1,0,3,1","3,3,3,0,0,2,1,1,1,2","1,4,3,1,1,0,5,2,1,3",188,99,7.78E-07,0.000190932,"1.0,1.0,1.0,0.612,1.0,0.26,0.0","0.612,0.283,0.345,0.0,0.0,1.0,0.095,0.208,0.345,0.26",0.381
A3_ss,1859,ENSG00000168502.18,MTCL1,chr18,+,"16,56,81,154,12,15,15","0,1,10,9,3,3,4","17,5,24,5,12,17,27,24,10,12","0,0,0,2,2,0,0,2,0,1",183,99,8.99E-07,0.000217184,"1.0,0.968,0.814,0.903,0.684,0.73,0.67","1.0,1.0,1.0,0.575,0.764,1.0,1.0,0.867,1.0,0.867",-0.083
A3_ss,3758,ENSG00000185100.12,ADSS1,chr14,+,"99,65,98,119,72,161,51","9,20,33,42,10,19,4","60,23,35,9,56,24,52,64,23,68","9,1,5,0,5,0,4,3,1,4",116,99,1.01E-06,0.000239634,"0.904,0.735,0.717,0.707,0.86,0.879,0.916","0.851,0.952,0.857,1.0,0.905,1.0,0.917,0.948,0.952,0.936",-0.115
A3_ss,11404,ENSG00000291091.2,ENSG00000291091,chr3,-,"44,33,35,46,2,4,12","0,0,0,0,23,19,11","44,30,68,32,60,25,66,72,35,63","0,0,0,0,0,0,0,0,0,0",109,99,1.09E-06,0.000254317,"1.0,1.0,1.0,1.0,0.073,0.161,0.498","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",-0.324
A3_ss,3413,ENSG00000213614.11,HEXA,chr15,-,"141,144,152,293,159,000,000","231,125,195,213,111,000,000","225,129,167,127,153,000,000,000,000,000","300,159,351,157,423,000,000,000,000,000",677,99,1.17E-06,0.000264308,"0.082,0.144,0.102,0.167,0.173,0.077,0.067","0.099,0.106,0.065,0.106,0.05,0.092,0.046,0.077,0.121,0.065",0.033
A3_ss,12689,ENSG00000169598.17,DFFB,chr1,+,"4,6,1,6,2,5,2","0,1,5,0,1,2,4","11,4,3,5,6,5,4,9,1,3","0,0,0,1,1,0,0,0,0,1",149,99,1.16E-06,0.000264308,"1.0,0.799,0.117,1.0,0.571,0.624,0.249","1.0,1.0,1.0,0.769,0.799,1.0,1.0,1.0,1.0,0.666",-0.301
A3_ss,13127,ENSG00000198793.14,MTOR,chr1,-,"7,4,7,3,5,5,4","58,58,90,100,49,99,79","19,11,14,9,4,14,4,18,11,9","106,18,64,42,83,57,85,111,29,92",192,99,1.24E-06,0.000278006,"0.059,0.034,0.039,0.015,0.05,0.025,0.025","0.085,0.24,0.101,0.099,0.024,0.112,0.024,0.077,0.164,0.048",-0.062
A3_ss,15361,ENSG00000197520.11,FAM177B,chr1,+,"4,3,2,3,10,14,10","0,3,3,4,1,3,2","2,14,16,7,11,3,11,8,9,11","4,1,0,0,0,1,2,0,0,0",603,99,1.31E-06,0.000288263,"1.0,0.141,0.099,0.11,0.621,0.434,0.451","0.076,0.697,1.0,1.0,1.0,0.33,0.475,1.0,1.0,1.0",-0.35
A3_ss,13901,ENSG00000177479.20,ARIH2,chr3,+,"11,10,8,13,6,14,9","2,0,3,0,2,6,2","16,14,21,16,12,13,14,7,5,15","0,1,0,2,1,0,0,2,1,2",253,99,1.38E-06,0.000295828,"0.683,1.0,0.511,1.0,0.54,0.477,0.638","1.0,0.846,1.0,0.758,0.824,1.0,1.0,0.578,0.662,0.746",-0.149
A3_ss,14307,ENSG00000163006.12,CCDC138,chr2,+,"1,0,0,1,2,0,3","6,2,11,5,4,13,2","3,4,11,4,6,2,5,3,5,5","3,3,12,5,7,3,14,10,4,10",219,99,1.37E-06,0.000295828,"0.07,0.0,0.0,0.083,0.184,0.0,0.404","0.311,0.376,0.293,0.266,0.279,0.232,0.139,0.119,0.361,0.184",-0.15
A3_ss,5437,ENSG00000076108.12,BAZ2A,chr12,-,"55,104,156,186,69,147,109","1,8,20,13,4,0,7","61,50,131,70,116,91,161,163,76,159","5,0,1,0,1,2,3,6,4,3",111,99,1.42E-06,0.000299924,"0.98,0.921,0.874,0.927,0.939,1.0,0.933","0.916,1.0,0.992,1.0,0.99,0.976,0.98,0.96,0.944,0.979",-0.035
