,ID,GeneID,geneSymbol,chr,strand,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference
A5_ss,5243,ENSG00000055950.17,MRPL43,chr10,-,"85,66,51,104,85,100,181","3,0,2,2,1,4,1","129,79,76,105,98,71,53,93,59,53","0,4,4,2,3,18,16,25,14,27",161,99,5.53E-12,5.10E-09,"0.946,1.0,0.94,0.97,0.981,0.939,0.991","1.0,0.924,0.921,0.97,0.953,0.708,0.671,0.696,0.722,0.547",0.156
A5_ss,15338,ENSG00000206503.15,HLA-A,chr6,+,"14,13,14,11,37,19,632","93,066,697,314,053,700,000,000","11,7,20,8,13,16,24,25,9,17","1,471,620,110,657,710,000,000,000,000,000,000,000",117,99,8.03E-12,6.79E-09,"0.013,0.016,0.012,0.007,0.077,0.022,0.345","0.006,0.009,0.015,0.012,0.01,0.012,0.012,0.011,0.008,0.009",0.06
A5_ss,5266,ENSG00000090539.16,CHRD,chr3,+,"27,108,103,141,22,28,117","0,8,18,7,0,3,5","69,50,61,14,17,22,45,37,29,61","3,0,0,0,0,1,0,0,1,0",695,99,1.42E-11,1.11E-08,"1.0,0.658,0.449,0.742,1.0,0.571,0.769","0.766,1.0,1.0,1.0,1.0,0.758,1.0,1.0,0.805,1.0",-0.192
A5_ss,8016,ENSG00000131778.20,CHD1L,chr1,+,"4,8,7,7,8,5,12","0,2,4,4,2,5,3","4,6,11,3,7,7,3,5,6,6","0,0,0,0,1,0,1,0,1,2",181,99,2.64E-11,1.91E-08,"1.0,0.686,0.489,0.489,0.686,0.354,0.686","1.0,1.0,1.0,1.0,0.793,1.0,0.621,1.0,0.766,0.621",-0.253
A5_ss,12922,ENSG00000137098.14,SPAG8,chr9,-,"255,210,929,732,908,000,000,000,000","3,5,2,10,17,31,14","1,731,117,514,341,720,000,000,000,000,000,000,000,000","9,8,26,14,35,41,47,82,17,17",841,99,5.27E-11,3.57E-08,"0.99,0.963,0.983,0.972,0.908,0.882,0.961","0.958,0.945,0.867,0.935,0.884,0.847,0.836,0.881,0.908,0.924",0.053
A5_ss,13859,ENSG00000176978.16,DPP7,chr9,-,"535,286,400,557,442,000,000","0,0,0,1,0,4,0","380,299,530,395,695,000,000,000,000,000","2,1,3,15,21,11,9,18,3,14",167,99,6.67E-11,4.23E-08,"1.0,1.0,1.0,0.997,1.0,0.99,1.0","0.991,0.994,0.991,0.94,0.952,0.963,0.978,0.968,0.987,0.969",0.025
A5_ss,8708,ENSG00000166598.16,HSP90B1,chr12,+,"80,88,85,99,63,65,59","6,618,922,105,191,150,000,000,000","121,107,136,41,60,101,112,143,131,170","296,842,214,074,171,000,000,000,000,000,000,000",353,99,1.09E-10,6.52E-08,"0.033,0.027,0.011,0.014,0.033,0.011,0.011","0.011,0.066,0.026,0.027,0.011,0.051,0.022,0.035,0.054,0.023",-0.013
A5_ss,6840,ENSG00000273136.9,NBPF26,chr1,+,"0,3,2,28,7,5,8","1,2,5,6,1,2,6","3,5,1,2,6,4,7,8,1,0","0,0,0,0,0,0,0,2,0,1",130,99,1.84E-10,1.04E-07,"0.0,0.533,0.233,0.78,0.842,0.656,0.504","1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.753,1.0,0.0",-0.368
A5_ss,14531,ENSG00000009950.16,MLXIPL,chr7,-,"10,26,21,30,15,14,46","0,1,0,2,1,1,0","68,13,20,23,24,27,36,36,13,20","7,2,1,4,4,3,7,4,6,8",294,99,6.90E-10,3.68E-07,"1.0,0.897,1.0,0.835,0.835,0.825,1.0","0.766,0.686,0.871,0.659,0.669,0.752,0.634,0.752,0.422,0.457",0.246
A5_ss,6827,ENSG00000111678.11,C12orf57,chr12,+,"506,570,719,106,573,000,000,000","27,15,20,22,27,130,54","124,658,410,505,901,000,000,000,000,000,000,000","82,47,93,43,137,30,84,66,28,91",186,99,1.01E-09,5.12E-07,"0.909,0.953,0.95,0.963,0.935,0.838,0.931","0.89,0.869,0.857,0.88,0.815,0.917,0.864,0.9,0.907,0.858",0.05
A5_ss,11975,ENSG00000137474.23,MYO7A,chr11,+,"41,69,79,101,44,47,47","99,48,105,99,70,124,107","49,23,28,24,33,51,66,93,32,55","133,52,122,78,176,94,166,158,114,197",652,99,1.27E-09,6.15E-07,"0.059,0.179,0.103,0.134,0.087,0.054,0.063","0.053,0.063,0.034,0.045,0.028,0.076,0.057,0.082,0.041,0.041",0.045
A5_ss,15598,ENSG00000099956.20,SMARCB1,chr22,+,"26,20,26,36,21,16,53","64,31,37,62,29,59,77","71,27,73,26,52,24,32,48,43,65","51,11,31,26,42,20,30,40,26,52",126,99,1.49E-09,6.87E-07,"0.242,0.336,0.356,0.313,0.363,0.176,0.351","0.522,0.659,0.649,0.44,0.493,0.485,0.456,0.485,0.565,0.495",-0.22
A5_ss,14335,ENSG00000128591.17,FLNC,chr7,+,"17,36,44,71,15,23,76","4,1,0,2,1,4,23","47,35,39,6,12,2,4,14,17,37","0,0,4,0,0,1,0,0,0,0",595,99,1.83E-09,8.05E-07,"0.414,0.857,1.0,0.855,0.714,0.489,0.355","1.0,1.0,0.619,1.0,1.0,0.25,1.0,1.0,1.0,1.0",-0.218
A5_ss,14660,ENSG00000140988.16,RPS2,chr16,-,"55,73,75,134,43,84,197","360,264,977,954,190,000,000","130,93,91,141,162,121,135,131,51,72","678,183,979,16,424,24,411,311,26,450",722,99,2.06E-09,8.72E-07,"0.021,0.037,0.01,0.019,0.03,0.011,0.086","0.026,0.065,0.013,0.547,0.05,0.409,0.043,0.055,0.212,0.021",-0.114
A5_ss,13687,ENSG00000185633.11,NDUFA4L2,chr12,-,"10,31,64,66,10,28,31","45,75,138,174,76,198,134","27,8,19,2,8,6,15,12,3,30","102,49,142,32,127,43,94,85,59,221",368,99,2.36E-09,9.59E-07,"0.056,0.1,0.111,0.093,0.034,0.037,0.059","0.066,0.042,0.035,0.017,0.017,0.036,0.041,0.037,0.013,0.035",0.036
A5_ss,8462,ENSG00000197530.13,MIB2,chr1,+,"324,413,483,812,201,000,000","6,4,2,3,1,6,6","636,157,232,225,293,000,000,000,000,000","8,2,8,6,8,5,14,20,12,13",316,99,3.71E-09,1.45E-06,"0.944,0.97,0.987,0.988,0.984,0.935,0.954","0.961,0.961,0.901,0.922,0.92,0.946,0.887,0.885,0.816,0.864",0.06
A5_ss,802,ENSG00000105220.17,GPI,chr19,+,"24,62,41,120,40,50,47","3,702,274,655,414,090,000,000","35,30,25,52,35,48,42,55,36,45","4,193,187,904,481,170,000,000,000,000,000",178,99,4.15E-09,1.56E-06,"0.035,0.132,0.047,0.11,0.052,0.025,0.041","0.044,0.05,0.017,0.061,0.016,0.053,0.024,0.03,0.06,0.026",0.025
A5_ss,1282,ENSG00000170832.13,USP32,chr17,-,"30,37,57,58,51,68,38","34,21,29,36,24,78,45","30,53,97,60,102,48,73,72,72,130","19,13,24,11,27,10,22,16,21,39",141,99,4.37E-09,1.58E-06,"0.383,0.553,0.58,0.531,0.599,0.38,0.372","0.526,0.741,0.739,0.793,0.726,0.771,0.7,0.76,0.707,0.701",-0.231
A5_ss,6352,ENSG00000170581.15,STAT2,chr12,-,"34,28,51,72,36,43,52","0,0,0,0,1,2,0","64,29,35,41,40,51,41,76,38,28","3,1,10,2,5,0,3,4,3,2",180,99,4.83E-09,1.58E-06,"1.0,1.0,1.0,1.0,0.952,0.922,1.0","0.921,0.941,0.658,0.919,0.815,1.0,0.883,0.913,0.874,0.885",0.101
A5_ss,8463,ENSG00000197530.13,MIB2,chr1,+,"214,319,293,570,155,000,000","6,4,2,3,1,6,6","466,134,137,163,191,000,000,000,000,000","8,2,8,6,8,5,14,20,12,13",296,99,4.77E-09,1.58E-06,"0.923,0.964,0.98,0.985,0.981,0.904,0.942","0.951,0.957,0.851,0.901,0.889,0.934,0.828,0.848,0.781,0.801",0.08
A5_ss,9144,ENSG00000111640.15,GAPDH,chr12,+,"75,68,51,123,81,68,63","178,491,315,282,172,000,000,000,000","48,31,20,29,25,44,25,68,21,25","2,066,117,927,751,570,000,000,000,000,000,000,000,000",229,99,4.78E-09,1.58E-06,"0.018,0.031,0.014,0.024,0.02,0.008,0.008","0.01,0.011,0.003,0.008,0.003,0.014,0.004,0.009,0.008,0.004",0.01
A5_ss,11543,ENSG00000072310.18,SREBF1,chr17,-,"74,148,202,311,62,88,158","136,67,121,190,84,228,248","113,19,54,13,35,39,65,62,48,72","145,51,132,41,132,118,287,321,76,223",247,99,5.59E-09,1.77E-06,"0.179,0.47,0.401,0.396,0.228,0.134,0.203","0.238,0.13,0.141,0.113,0.096,0.117,0.083,0.072,0.202,0.115",0.157
A5_ss,2143,ENSG00000100003.18,SEC14L2,chr22,+,"141,135,146,196,195,000,000","0,1,0,0,1,2,0","143,109,141,144,206,000,000,000,000,000","2,1,4,2,4,6,8,7,1,7",321,99,7.53E-09,2.32E-06,"1.0,0.977,1.0,1.0,0.984,0.968,1.0","0.957,0.971,0.916,0.957,0.941,0.905,0.875,0.928,0.977,0.904",0.057
A5_ss,1258,ENSG00000293669.2,ENSG00000293669,chr17,-,"17,23,40,43,8,13,17","39,36,81,84,31,81,95","20,7,13,4,10,5,10,19,5,8","72,26,75,38,93,29,108,85,38,112",235,99,1.17E-08,3.49E-06,"0.155,0.212,0.172,0.177,0.098,0.063,0.07","0.105,0.102,0.068,0.042,0.043,0.068,0.038,0.086,0.053,0.029",0.072
A5_ss,154,ENSG00000215301.11,DDX3X,chrX,+,"53,83,91,115,62,94,91","288,122,306,293,301,000,000","79,48,81,39,35,38,41,51,78,88","501,164,418,230,599,000,000,000,000,000",264,99,1.28E-08,3.67E-06,"0.065,0.203,0.1,0.128,0.072,0.044,0.104","0.056,0.099,0.068,0.06,0.021,0.078,0.041,0.051,0.106,0.044",0.04
A5_ss,7746,ENSG00000291091.2,ENSG00000291091,chr3,-,"18,13,7,12,16,6,21","100,48,127,90,95,348,148","24,13,27,12,14,32,53,57,15,15","169,65,128,56,174,59,181,155,43,184",301,99,1.36E-08,3.67E-06,"0.056,0.082,0.018,0.042,0.052,0.006,0.045","0.045,0.062,0.065,0.066,0.026,0.151,0.088,0.108,0.103,0.026",-0.031
A5_ss,8521,ENSG00000291079.2,SDHAP3,chr5,-,"58,54,64,78,82,85,74","9,4,6,21,3,12,8","106,41,55,20,32,33,29,55,27,21","16,13,17,13,13,11,20,25,14,45",300,99,1.35E-08,3.67E-06,"0.68,0.817,0.779,0.551,0.9,0.7,0.753","0.686,0.51,0.516,0.337,0.448,0.497,0.324,0.421,0.389,0.133",0.314
A5_ss,12186,ENSG00000105835.13,NAMPT,chr7,-,"27,85,82,134,41,57,95","186,223,617,649,131,000,000","86,77,106,12,10,71,70,111,46,53","590,81,271,48,175,69,192,151,63,226",346,99,1.38E-08,3.67E-06,"0.04,0.098,0.037,0.056,0.082,0.041,0.062","0.04,0.214,0.101,0.067,0.016,0.227,0.094,0.174,0.173,0.063",-0.057
A5_ss,12503,ENSG00000291237.1,SOD2,chr6,-,"90,146,122,204,82,92,240","437,189,465,483,309,000,000","137,136,110,28,24,69,68,80,33,51","1,029,238,564,258,680,000,000,000,000,000",229,99,3.67E-08,9.55E-06,"0.082,0.25,0.102,0.154,0.103,0.053,0.115","0.054,0.198,0.078,0.045,0.015,0.133,0.066,0.078,0.063,0.038",0.046
A5_ss,13605,ENSG00000154556.20,SORBS2,chr4,-,"7,9,13,15,13,9,14","3,3,6,1,1,2,3","23,12,24,10,13,7,9,19,11,18","1,1,2,0,1,0,2,0,0,2",200,99,4.66E-08,1.18E-05,"0.536,0.598,0.517,0.881,0.866,0.69,0.698","0.919,0.856,0.856,1.0,0.866,1.0,0.69,1.0,1.0,0.817",-0.217
A5_ss,6075,ENSG00000135905.21,DOCK10,chr2,-,"15,6,13,13,19,9,64","4,0,2,0,0,2,7","17,14,16,13,6,7,8,12,12,20","0,0,0,0,0,0,0,0,0,0",728,99,6.10E-08,1.51E-05,"0.338,1.0,0.469,1.0,1.0,0.38,0.554","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",-0.323
A5_ss,8485,ENSG00000157087.20,ATP2B2,chr3,-,"39,37,42,52,30,60,21","1,0,0,0,0,2,0","33,18,17,22,41,27,30,48,21,24","2,0,2,2,5,2,0,1,2,8",171,99,8.07E-08,1.85E-05,"0.958,1.0,1.0,1.0,1.0,0.946,1.0","0.905,1.0,0.831,0.864,0.826,0.887,1.0,0.965,0.859,0.635",0.109
A5_ss,9412,ENSG00000177479.20,ARIH2,chr3,+,"24,31,47,45,21,30,28","112,59,101,136,79,137,119","27,13,17,6,20,24,17,25,19,22","96,74,86,83,130,97,138,286,78,137",236,99,7.84E-08,1.85E-05,"0.082,0.181,0.163,0.122,0.1,0.084,0.09","0.106,0.069,0.077,0.029,0.061,0.094,0.049,0.035,0.093,0.063",0.05
A5_ss,10642,ENSG00000283103.6,ENSG00000283103,chr19,-,"0,2,1,3,0,0,0","18,7,17,16,2,23,29","2,2,2,3,9,6,2,9,3,1","27,7,25,7,11,12,23,12,3,16",213,99,8.21E-08,1.85E-05,"0.0,0.117,0.027,0.08,0.0,0.0,0.0","0.033,0.117,0.036,0.166,0.276,0.189,0.039,0.258,0.317,0.028",-0.114
A5_ss,15314,ENSG00000152689.19,RASGRP3,chr2,+,"3,4,0,5,2,2,0","15,5,19,27,18,36,18","15,5,7,2,4,9,6,13,6,10","17,7,15,10,26,9,18,20,12,21",212,99,8.02E-08,1.85E-05,"0.085,0.272,0.0,0.08,0.049,0.025,0.0","0.292,0.25,0.179,0.085,0.067,0.318,0.135,0.233,0.189,0.182",-0.12
A5_ss,8520,ENSG00000291079.2,SDHAP3,chr5,-,"78,71,84,86,103,120,94","9,4,6,21,3,12,8","132,51,71,26,52,47,48,88,31,35","16,13,17,13,13,11,20,25,14,45",411,99,1.06E-07,2.33E-05,"0.676,0.81,0.771,0.497,0.892,0.707,0.739","0.665,0.486,0.501,0.325,0.491,0.507,0.366,0.459,0.348,0.158",0.297
A5_ss,13866,ENSG00000092096.19,SLC22A17,chr14,-,"212,114,167,236,270,000,000","126,267,910,041,278,000,000,000,000","237,234,342,358,592,000,000,000,000,000","133,389,614,291,334,000,000,000,000,000,000,000,000",153,99,1.08E-07,2.33E-05,"0.098,0.098,0.097,0.107,0.125,0.111,0.109","0.103,0.145,0.134,0.148,0.135,0.168,0.157,0.136,0.153,0.132",-0.035
A5_ss,11338,ENSG00000291142.2,ENSG00000291142,chr2,-,"2,4,6,4,1,6,1","63,31,89,67,34,114,93","8,10,20,2,10,10,24,30,9,15","201,27,142,27,127,32,182,147,33,142",229,99,1.41E-07,2.99E-05,"0.014,0.053,0.028,0.025,0.013,0.022,0.005","0.017,0.138,0.057,0.031,0.033,0.119,0.054,0.081,0.105,0.044",-0.045
A5_ss,10912,ENSG00000308554.1,ENSG00000308554,chr21,-,"4,7,2,5,8,9,14","1,1,0,0,0,0,0","5,14,10,11,19,21,22,15,8,13","0,2,5,1,5,2,2,1,1,2",230,99,1.69E-07,3.43E-05,"0.633,0.751,1.0,1.0,1.0,1.0,1.0","1.0,0.751,0.463,0.826,0.621,0.819,0.826,0.866,0.775,0.737",0.144
A5_ss,11806,ENSG00000196498.15,NCOR2,chr12,-,"351,345,428,677,400,000,000","6,16,26,45,7,14,35","479,243,371,289,568,000,000,000,000,000","45,14,41,9,47,25,36,37,20,44",237,99,1.68E-07,3.43E-05,"0.961,0.9,0.873,0.863,0.96,0.949,0.872","0.816,0.879,0.791,0.931,0.835,0.821,0.832,0.879,0.85,0.793",0.068
A5_ss,2446,ENSG00000100744.15,GSKIP,chr14,+,"26,10,15,19,25,80,61","0,3,16,20,0,0,0","28,22,64,26,74,38,56,83,19,72","0,0,0,1,1,0,0,0,0,0",132,99,1.89E-07,3.76E-05,"1.0,0.714,0.413,0.416,1.0,1.0,1.0","1.0,1.0,1.0,0.951,0.982,1.0,1.0,1.0,1.0,1.0",-0.201
A5_ss,7031,ENSG00000019582.17,CD74,chr5,-,"753,718,727,125,687,000,000,000","12,287,282,133,241,800,000,000,000","511,846,109,362,384,000,000,000,000,000,000,000","524,457,163,048,817,000,000,000,000,000,000,000",1658,99,1.93E-07,3.77E-05,"0.035,0.056,0.02,0.03,0.082,0.034,0.04","0.055,0.1,0.038,0.071,0.028,0.077,0.03,0.043,0.083,0.035",-0.014
A5_ss,10281,ENSG00000131386.20,GALNT15,chr3,+,"4,3,3,6,1,5,15","32,14,46,58,15,32,141","3,1,1,0,0,1,0,0,0,0","32,16,65,5,7,4,2,7,1,2",130,99,2.03E-07,3.89E-05,"0.087,0.14,0.047,0.073,0.048,0.106,0.075","0.067,0.045,0.012,0.0,0.0,0.16,0.0,0.0,0.0,0.0",0.054
A5_ss,12923,ENSG00000137098.14,SPAG8,chr9,-,"482,221,168,395,317,000,000","3,5,2,10,17,31,14","350,258,288,343,422,000,000,000,000,000","9,8,26,14,35,41,47,82,17,17",266,99,2.28E-07,4.29E-05,"0.984,0.943,0.969,0.936,0.874,0.821,0.924","0.935,0.923,0.805,0.901,0.818,0.754,0.734,0.76,0.872,0.891",0.082
A5_ss,12524,ENSG00000250305.9,TRMT9B,chr8,+,"845,133,023,452,878,000,000,000,000","237,428,821,974,324,000,000","5,965,931,336,626,150,000,000,000,000,000,000","349,226,559,314,871,000,000,000,000,000",130,99,2.67E-07,4.92E-05,"0.731,0.703,0.685,0.692,0.722,0.679,0.716","0.565,0.666,0.645,0.603,0.568,0.658,0.617,0.64,0.712,0.641",0.073
A5_ss,437,ENSG00000197114.12,ZGPAT,chr20,+,"5,3,6,10,6,8,5","1,3,4,5,0,1,5","18,4,2,4,6,2,9,7,1,2","2,0,1,0,2,0,2,1,0,0",135,99,2.80E-07,5.03E-05,"0.786,0.423,0.524,0.595,1.0,0.854,0.423","0.868,1.0,0.595,1.0,0.688,1.0,0.767,0.837,1.0,1.0",-0.218
A5_ss,7602,ENSG00000165795.25,NDRG2,chr14,-,"48,61,78,110,33,58,78","364,171,307,328,265,000,000","65,31,36,26,43,29,42,67,17,16","236,288,639,175,466,000,000,000,000,000",169,99,2.83E-07,5.03E-05,"0.072,0.173,0.13,0.164,0.068,0.049,0.055","0.139,0.059,0.032,0.08,0.051,0.066,0.047,0.073,0.052,0.02",0.04
A5_ss,13502,ENSG00000026297.17,RNASET2,chr6,-,"51,58,44,59,68,74,58","139,66,155,91,100,270,210","52,14,46,25,50,25,34,34,13,53","203,70,149,72,185,108,193,219,70,202",240,99,3.15E-07,5.51E-05,"0.131,0.266,0.105,0.211,0.219,0.102,0.102","0.096,0.076,0.113,0.125,0.1,0.087,0.068,0.06,0.071,0.098",0.073
A5_ss,7484,ENSG00000116337.20,AMPD2,chr1,+,"7,19,14,41,15,10,12","210,136,245,329,121,000,000","8,5,8,5,11,14,13,11,2,5","179,85,211,119,340,194,437,410,126,320",113,99,3.42E-07,5.89E-05,"0.028,0.109,0.048,0.098,0.098,0.023,0.047","0.038,0.049,0.032,0.036,0.028,0.059,0.025,0.023,0.014,0.014",0.033
A5_ss,13078,ENSG00000112280.18,COL9A1,chr6,-,"11,6,2,18,9,9,45","1,0,0,0,1,2,1","39,7,3,13,8,13,7,48,21,12","2,3,6,1,7,0,2,2,4,6",108,99,3.52E-07,5.96E-05,"0.91,1.0,1.0,1.0,0.892,0.805,0.976","0.947,0.681,0.314,0.923,0.512,1.0,0.762,0.957,0.828,0.647",0.183
A5_ss,12224,ENSG00000198677.13,SKIC3,chr5,-,"146,182,170,188,281,000,000","1,4,5,5,2,4,0","196,248,281,200,204,000,000,000,000,000","5,0,1,0,1,0,1,0,0,2",1193,99,4.22E-07,7.03E-05,"0.924,0.791,0.738,0.757,0.921,0.881,1.0","0.765,1.0,0.959,1.0,0.944,1.0,0.951,1.0,1.0,0.915",-0.095
A5_ss,10462,ENSG00000104805.17,NUCB1,chr19,+,"28,153,186,222,19,62,125","325,270,579,581,167,000,000","83,16,50,22,45,28,89,89,76,134","531,165,536,140,562,000,000,000,000,000",289,99,5.02E-07,8.22E-05,"0.029,0.163,0.099,0.116,0.038,0.031,0.085","0.051,0.032,0.031,0.051,0.027,0.042,0.049,0.061,0.125,0.061",0.027
A5_ss,6114,ENSG00000018280.18,SLC11A1,chr2,+,"103,69,118,224,31,40,44","8,8,7,9,0,1,11","91,9,12,2,6,10,25,23,3,5","2,0,0,2,0,0,0,1,0,1",131,99,5.50E-07,8.86E-05,"0.907,0.867,0.927,0.95,1.0,0.968,0.751","0.972,1.0,1.0,0.43,1.0,1.0,1.0,0.946,1.0,0.791",-0.004
A5_ss,1084,ENSG00000168675.19,LDLRAD4,chr18,+,"71,90,64,144,63,91,133","4,0,2,4,0,0,8","78,57,57,65,78,56,104,123,83,89","0,0,0,0,0,0,6,0,0,1",493,99,6.47E-07,0.000102567,"0.781,1.0,0.865,0.878,1.0,1.0,0.77","1.0,1.0,1.0,1.0,1.0,1.0,0.777,1.0,1.0,0.947",-0.073
A5_ss,8696,ENSG00000230844.4,ZNF674-AS1,chrX,+,"1,8,3,4,9,7,4","5,2,1,1,4,1,0","5,6,4,6,11,9,7,11,4,4","1,0,1,1,3,0,0,0,0,0",157,99,6.72E-07,0.00010484,"0.112,0.716,0.654,0.716,0.587,0.815,1.0","0.759,1.0,0.716,0.791,0.698,1.0,1.0,1.0,1.0,1.0",-0.239
A5_ss,3531,ENSG00000284634.2,ENSG00000284634,chr12,+,"80,99,110,200,127,178,149","0,0,0,0,0,0,5","92,150,192,135,178,154,159,199,89,96","11,0,0,0,0,5,3,3,2,9",704,99,7.10E-07,0.000109208,"1.0,1.0,1.0,1.0,1.0,1.0,0.807","0.54,1.0,1.0,1.0,1.0,0.812,0.882,0.903,0.862,0.6",0.113
A5_ss,10494,ENSG00000154358.23,OBSCN,chr1,+,"51,67,71,124,73,80,83","3,0,5,11,3,6,9","37,27,29,33,47,50,50,83,44,57","34,2,6,10,12,3,15,15,5,16",250,99,7.26E-07,0.000110004,"0.871,1.0,0.849,0.817,0.906,0.841,0.785","0.301,0.842,0.657,0.566,0.608,0.868,0.569,0.687,0.777,0.585",0.221
A5_ss,1842,ENSG00000290927.2,ENSG00000290927,chr16,+,"5,3,6,6,5,3,0","3,0,2,1,2,2,3","2,1,2,2,3,5,4,10,1,3","0,1,1,0,1,1,1,0,0,1",146,99,8.55E-07,0.000127602,"0.531,1.0,0.67,0.803,0.629,0.504,0.0","1.0,0.404,0.576,1.0,0.67,0.772,0.731,1.0,1.0,0.67",-0.191
A5_ss,3630,ENSG00000304309.1,ENSG00000304309,chr12,-,"67,26,75,116,35,110,83","2,1,10,11,3,6,11","270,22,44,15,41,21,38,74,40,96","0,0,0,0,0,4,2,8,1,3",121,99,1.09E-06,0.000159673,"0.965,0.955,0.86,0.896,0.905,0.937,0.861","1.0,1.0,1.0,1.0,1.0,0.811,0.94,0.883,0.97,0.963",-0.045
A5_ss,4573,ENSG00000162599.18,NFIA,chr1,+,"204,147,226,339,132,000,000","8,11,17,16,1,15,30","284,107,258,131,279,99,216,255,165,394","5,5,8,3,6,1,3,5,8,9",114,99,1.34E-06,0.000193806,"0.957,0.921,0.92,0.948,0.991,0.945,0.934","0.98,0.949,0.966,0.974,0.976,0.989,0.984,0.978,0.947,0.974",-0.027
