,ID,GeneID,geneSymbol,chr,strand,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference
A3_ss,22309,ENSG00000100650.16,SRSF5,chr14,+,"440,764,503,50,66","44,29,39,409,8","27,97,53,22,207,68,121","65,323,308,337,212,100,000",1054,98,1.71E-13,1.87E-10,"0.482,0.71,0.545,0.011,0.434","0.037,0.027,0.016,0.006,0.083,0.038,0.089",0.394
A3_ss,7362,ENSG00000213928.10,IRF9,chr14,+,"340,270,409,426,175","17,21,40,2,23","244,153,127,145,168,000,000","3,0,0,2,0,1,0",1331,98,8.72E-13,8.34E-10,"0.596,0.486,0.43,0.94,0.359","0.857,1.0,1.0,0.842,1.0,0.936,1.0",-0.386
A3_ss,9649,ENSG00000100151.16,PICK1,chr22,+,"124,149,212,168,55","5,17,8,2,0","97,148,110,110,169,100,000","0,0,0,1,0,1,0",632,98,5.53E-12,4.89E-09,"0.794,0.576,0.804,0.929,1.0","1.0,1.0,1.0,0.945,1.0,0.95,1.0",-0.164
A3_ss,12720,ENSG00000106636.9,YKT6,chr7,+,"8,8,2,12,2","0,0,0,0,0","1,20,13,5,6,3,5","0,7,2,4,2,2,0",486,98,8.90E-12,7.30E-09,"1.0,1.0,1.0,1.0,1.0","1.0,0.366,0.567,0.201,0.377,0.232,1.0",0.465
A3_ss,4071,ENSG00000103037.12,SETD6,chr16,+,"15,14,18,22,10","0,0,0,0,0","4,26,9,6,10,8,10","2,3,5,0,3,2,3",228,98,1.68E-11,1.29E-08,"1.0,1.0,1.0,1.0,1.0","0.462,0.788,0.436,1.0,0.589,0.632,0.589",0.358
A3_ss,20579,ENSG00000077782.23,FGFR1,chr8,-,"36,37,21,5,1","52,58,44,40,32","0,2,2,0,9,6,2","14,49,64,10,48,58,17",1332,98,5.56E-11,3.99E-08,"0.048,0.045,0.034,0.009,0.002","0.0,0.003,0.002,0.0,0.014,0.008,0.009",0.022
A3_ss,981,ENSG00000142546.14,NOSIP,chr19,-,"198,132,189,173,102","2,9,3,1,2","125,121,126,103,163,000,000","0,0,0,0,1,0,0",1827,98,5.93E-11,4.00E-08,"0.842,0.44,0.772,0.903,0.732","1.0,1.0,1.0,1.0,0.897,1.0,1.0",-0.247
A3_ss,3292,ENSG00000157450.16,RNF111,chr15,+,"8,9,4,3,0","33,16,28,27,6","0,1,1,0,0,0,0","9,25,52,7,39,21,8",125,98,3.27E-10,2.09E-07,"0.16,0.306,0.101,0.08,0.0","0.0,0.03,0.015,0.0,0.0,0.0,0.0",0.123
A3_ss,10691,ENSG00000118785.15,SPP1,chr4,+,"539,627,558,513,171","4,10,14,0,0","419,507,287,87,1656,485,241","0,0,0,0,3,1,0",1527,98,3.94E-10,2.38E-07,"0.896,0.801,0.719,1.0,1.0","1.0,1.0,1.0,1.0,0.973,0.969,1.0",-0.109
A3_ss,8426,ENSG00000130714.19,POMT1,chr9,+,"27,24,20,31,16","4,5,8,3,1","16,24,10,22,15,40,42","0,1,0,0,0,0,2",127,98,7.02E-10,4.03E-07,"0.839,0.787,0.659,0.889,0.925","1.0,0.949,1.0,1.0,1.0,1.0,0.942",-0.165
A3_ss,18956,ENSG00000026297.17,RNASET2,chr6,-,"33,66,20,9,11","39,78,14,41,8","7,5,9,4,21,3,27","45,42,27,31,67,53,33",818,98,1.05E-09,5.72E-07,"0.092,0.092,0.146,0.026,0.141","0.018,0.014,0.038,0.015,0.036,0.007,0.089",0.068
A3_ss,7262,ENSG00000168000.16,BSCL2,chr11,-,"1,998,147,917,052,850,000","22,114,28,12,7","1,295,192,017,051,790,000,000,000,000","6,17,6,3,29,5,5",378,98,1.96E-09,1.02E-06,"0.959,0.771,0.94,0.984,0.957","0.982,0.967,0.987,0.994,0.928,0.988,0.989",-0.054
A3_ss,81,ENSG00000133142.19,TCEAL4,chrX,+,"65,73,53,51,37","263,236,242,578,87","27,40,33,43,48,39,39","210,509,404,335,364,000,000",347,98,2.15E-09,1.07E-06,"0.065,0.08,0.058,0.024,0.107","0.035,0.022,0.023,0.035,0.036,0.029,0.037",0.036
A3_ss,15865,ENSG00000003756.17,RBM5,chr3,+,"197,177,147,80,29","1,1,4,5,1","10,44,128,24,117,88,23","0,1,0,0,0,1,0",2649,98,5.23E-09,2.50E-06,"0.879,0.868,0.576,0.372,0.518","1.0,0.619,1.0,1.0,1.0,0.765,1.0",-0.269
A3_ss,17579,ENSG00000161010.16,MRNIP,chr5,-,"172,280,274,161,178","4,9,0,1,9","101,149,141,92,194,171,183","1,0,0,2,0,0,0",3172,98,7.01E-09,3.22E-06,"0.571,0.49,1.0,0.833,0.379","0.757,1.0,1.0,0.587,1.0,1.0,1.0",-0.252
A3_ss,3621,ENSG00000088970.16,KIZ,chr20,+,"170,279,298,71,140","2,0,12,0,4","78,84,63,85,98,128,124","0,1,0,0,0,0,1",2332,98,7.48E-09,3.30E-06,"0.781,1.0,0.511,1.0,0.595","1.0,0.779,1.0,1.0,1.0,1.0,0.839",-0.168
A3_ss,10644,ENSG00000165795.25,NDRG2,chr14,-,"26,33,9,19,9","183,167,126,259,73","7,8,5,4,10,26,4","281,109,159,158,250,000,000",141,98,8.84E-09,3.76E-06,"0.09,0.121,0.047,0.049,0.079","0.017,0.049,0.021,0.017,0.027,0.053,0.018",0.048
A3_ss,17801,ENSG00000267080.9,ASB16-AS1,chr17,-,"2,7,2,10,17","0,0,0,1,0","10,3,3,2,5,12,9","1,0,4,3,3,11,0",209,98,1.23E-08,5.06E-06,"1.0,1.0,1.0,0.824,1.0","0.824,1.0,0.26,0.238,0.439,0.338,1.0",0.379
A3_ss,17800,ENSG00000267080.9,ASB16-AS1,chr17,-,"1,6,2,9,17","0,0,0,1,0","10,3,3,2,5,12,8","1,0,4,3,3,11,0",206,98,1.33E-08,5.27E-06,"1.0,1.0,1.0,0.811,1.0","0.826,1.0,0.263,0.241,0.442,0.342,1.0",0.374
A3_ss,17802,ENSG00000267080.9,ASB16-AS1,chr17,-,"26,25,31,42,43","0,0,0,1,0","44,36,49,21,49,47,52","1,0,4,3,3,11,0",1272,98,1.99E-08,7.60E-06,"1.0,1.0,1.0,0.764,1.0","0.772,1.0,0.486,0.35,0.557,0.248,1.0",0.322
A3_ss,13525,ENSG00000087087.20,SRRT,chr7,+,"16,18,4,8,2","0,0,0,2,0","0,0,1,2,6,0,4","2,1,0,0,0,5,2",405,98,2.18E-08,8.07E-06,"1.0,1.0,1.0,0.492,1.0","0.0,0.0,1.0,1.0,1.0,0.0,0.326",0.423
A3_ss,5488,ENSG00000245248.11,USP2-AS1,chr11,+,"7,30,4,28,3","0,1,0,0,0","16,57,44,27,23,27,21","5,0,0,2,5,5,3",1402,98,2.57E-08,9.20E-06,"1.0,0.677,1.0,1.0,1.0","0.183,1.0,1.0,0.486,0.243,0.274,0.329",0.433
A3_ss,13180,ENSG00000280987.4,MATR3,chr5,+,"343,341,183,314,66","674,550,408,955,101","64,267,362,147,199,180,72","212,994,976,439,770,000,000",242,98,2.80E-08,9.72E-06,"0.171,0.201,0.154,0.118,0.209","0.109,0.098,0.131,0.119,0.095,0.105,0.136",0.057
A3_ss,6305,ENSG00000110619.18,CARS1,chr11,-,"55,66,47,29,21","186,131,177,347,94","13,15,16,20,29,20,20","123,195,161,217,146,000,000",219,98,3.13E-08,1.06E-05,"0.117,0.184,0.106,0.036,0.091","0.045,0.033,0.043,0.04,0.082,0.05,0.051",0.058
A3_ss,22143,ENSG00000167549.19,CORO6,chr17,-,"5,3,0,3,4","10,11,13,9,2","0,0,0,0,2,1,0","3,5,9,5,9,6,10",101,98,4.87E-08,1.60E-05,"0.327,0.209,0.0,0.244,0.66","0.0,0.0,0.0,0.0,0.177,0.139,0.0",0.243
A3_ss,14209,ENSG00000197782.15,ZNF780A,chr19,-,"0,0,1,1,0","2,11,11,10,1","1,6,4,1,2,4,4","5,11,7,2,7,13,4",101,98,5.25E-08,1.64E-05,"0.0,0.0,0.081,0.088,0.0","0.163,0.346,0.357,0.327,0.217,0.23,0.492",-0.271
A3_ss,22709,ENSG00000148737.18,TCF7L2,chr10,+,"3,8,3,6,8","25,19,16,21,6","0,1,3,0,3,0,0","8,24,26,4,28,26,9",113,98,5.27E-08,1.64E-05,"0.094,0.267,0.14,0.199,0.536","0.0,0.035,0.091,0.0,0.085,0.0,0.0",0.217
A3_ss,8809,ENSG00000183963.19,SMTN,chr22,+,"12,40,54,16,19","4,13,16,7,12","6,6,6,2,4,2,15","20,5,4,2,6,22,4",979,98,5.53E-08,1.67E-05,"0.231,0.235,0.253,0.186,0.137","0.029,0.107,0.131,0.091,0.063,0.009,0.273",0.108
A3_ss,3797,ENSG00000072110.17,ACTN1,chr14,-,"223,210,228,161,88","72,80,44,49,36","91,138,150,119,148,100,000","12,6,10,16,15,25,13",1381,98,7.16E-08,2.09E-05,"0.18,0.157,0.269,0.189,0.148","0.35,0.62,0.516,0.345,0.412,0.249,0.388",-0.223
A3_ss,22298,ENSG00000135063.20,ENTREP1,chr9,+,"55,14,18,33,14","2,16,0,1,3","12,3,4,11,4,5,5","1,0,0,0,0,0,0",339,98,7.28E-08,2.09E-05,"0.888,0.202,1.0,0.905,0.574","0.776,1.0,1.0,1.0,1.0,1.0,1.0",-0.254
A3_ss,19786,ENSG00000013306.16,SLC25A39,chr17,-,"12,4,4,9,6","12,8,2,1,2","5,2,2,3,4,4,6","2,0,0,0,2,0,0",122,98,8.74E-08,2.45E-05,"0.445,0.287,0.616,0.878,0.707","0.668,1.0,1.0,1.0,0.616,1.0,1.0",-0.311
A3_ss,1757,ENSG00000168502.18,MTCL1,chr18,+,"48,35,18,77,2","1,1,0,0,0","10,38,59,5,65,28,20","1,3,6,4,4,6,1",182,98,9.93E-08,2.71E-05,"0.963,0.95,1.0,1.0,1.0","0.843,0.872,0.841,0.402,0.897,0.715,0.915",0.199
A3_ss,14196,ENSG00000260088.2,DDX59-AS1,chr1,+,"2,2,0,5,16","4,2,2,3,1","5,1,3,2,7,14,3","0,0,1,0,0,0,3",157,98,1.07E-07,2.85E-05,"0.238,0.384,0.0,0.51,0.909","1.0,1.0,0.652,1.0,1.0,1.0,0.384",-0.454
A3_ss,8213,ENSG00000290596.2,FAR2P2,chr2,-,"21,21,14,15,11","8,4,1,14,3","2,5,7,0,7,6,2","4,11,10,2,11,6,16",1203,98,1.31E-07,3.42E-05,"0.176,0.3,0.533,0.08,0.23","0.039,0.036,0.054,0.0,0.049,0.075,0.01",0.226
A3_ss,14034,ENSG00000196756.16,SNHG17,chr20,-,"1,1,0,0,0","6,13,14,9,11","2,1,1,12,0,11,2","1,6,5,4,8,10,4",225,98,1.47E-07,3.75E-05,"0.068,0.032,0.0,0.0,0.0","0.466,0.068,0.08,0.566,0.0,0.324,0.179",-0.22
A3_ss,15874,ENSG00000214293.12,APTR,chr7,-,"1,2,6,2,1","35,39,36,43,12","3,5,8,8,7,8,5","21,13,24,21,12,20,7",180,98,1.52E-07,3.80E-05,"0.015,0.027,0.083,0.025,0.043","0.072,0.173,0.154,0.172,0.241,0.179,0.28",-0.143
A3_ss,1693,ENSG00000172466.16,ZNF24,chr18,-,"30,34,6,19,11","24,37,23,27,16","4,6,7,11,3,12,7","16,26,48,13,49,24,7",1401,98,2.59E-07,6.33E-05,"0.08,0.06,0.018,0.047,0.046","0.017,0.016,0.01,0.056,0.004,0.034,0.065",0.021
A3_ss,6942,ENSG00000182196.14,ARL6IP4,chr12,+,"51,71,59,95,65","298,185,210,367,142","49,58,15,30,57,71,46","250,262,302,285,209,000,000",122,98,2.82E-07,6.75E-05,"0.121,0.236,0.184,0.172,0.269","0.136,0.151,0.038,0.078,0.18,0.148,0.067",0.082
A3_ss,18138,ENSG00000124593.16,ENSG00000124593,chr6,+,"16,10,4,15,7","3,7,4,2,5","6,13,10,1,23,16,7","0,0,5,0,0,0,1",420,98,3.06E-07,7.16E-05,"0.554,0.25,0.189,0.636,0.246","1.0,1.0,0.318,1.0,1.0,1.0,0.62",-0.473
A3_ss,11694,ENSG00000293192.2,ENSG00000293192,chr3,+,"31,46,29,47,43","0,0,0,0,2","22,30,34,22,33,45,20","2,4,1,0,4,2,0",737,98,3.32E-07,7.62E-05,"1.0,1.0,1.0,1.0,0.741","0.594,0.499,0.819,1.0,0.523,0.749,1.0",0.208
A3_ss,17210,ENSG00000133706.20,LARS1,chr5,-,"83,92,61,110,22","1,11,5,0,2","29,93,112,35,65,70,22","2,0,0,0,2,0,0",1049,98,3.43E-07,7.73E-05,"0.886,0.439,0.533,1.0,0.507","0.575,1.0,1.0,1.0,0.752,1.0,1.0",-0.231
A3_ss,14788,ENSG00000079308.21,TNS1,chr2,-,"19,23,30,14,16","2,6,3,3,1","12,11,15,5,27,13,17","0,1,0,0,0,0,0",101,98,4.00E-07,8.84E-05,"0.902,0.788,0.907,0.819,0.939","1.0,0.914,1.0,1.0,1.0,1.0,1.0",-0.117
A3_ss,7225,ENSG00000109775.11,UFSP2,chr4,-,"12,9,22,13,2","76,69,56,133,38","4,3,3,0,3,4,5","69,62,76,44,59,85,51",201,98,4.71E-07,0.000101994,"0.071,0.06,0.161,0.045,0.025","0.027,0.023,0.019,0.0,0.024,0.022,0.046",0.049
A3_ss,10511,ENSG00000134769.23,DTNA,chr18,+,"57,528,515,290,625,200,000","12,47,18,53,12","2,604,256,425,662,330,000,000,000,000","48,40,39,35,40,105,54",2632,98,5.23E-07,0.0001111,"0.947,0.871,0.857,0.64,0.866","0.669,0.705,0.71,0.713,0.77,0.665,0.573",0.15
A3_ss,2540,ENSG00000132600.18,PRMT7,chr16,+,"20,18,26,14,18","22,18,42,70,29","11,10,8,3,11,10,17","43,71,31,43,44,54,77",195,98,5.89E-07,0.000123001,"0.314,0.334,0.237,0.091,0.238","0.114,0.066,0.115,0.034,0.112,0.085,0.1",0.153
A3_ss,7364,ENSG00000213928.10,IRF9,chr14,+,"49,36,37,13,15","87,61,99,113,51","8,10,3,3,14,5,15","67,39,44,36,33,70,67",891,98,7.31E-07,0.000144608,"0.058,0.061,0.039,0.012,0.031","0.013,0.027,0.007,0.009,0.045,0.008,0.024",0.021
A3_ss,7576,ENSG00000166347.19,CYB5A,chr18,-,"158,134,134,130,57","0,6,5,5,10","78,131,119,74,157,172,73","6,0,0,0,0,0,0",5267,98,7.14E-07,0.000144608,"1.0,0.294,0.333,0.326,0.096","0.195,1.0,1.0,1.0,1.0,1.0,1.0",-0.475
A3_ss,12120,ENSG00000143774.18,GUK1,chr1,+,"1,1,6,1,2","0,2,1,2,2","0,0,0,0,1,0,1","1,1,5,3,1,3,1",119,98,7.19E-07,0.000144608,"1.0,0.292,0.832,0.292,0.452","0.0,0.0,0.0,0.0,0.452,0.0,0.452",0.444
A3_ss,21713,ENSG00000104756.17,KCTD9,chr8,-,"8,5,4,1,0","6,10,6,16,1","0,0,0,0,1,4,1","2,17,38,6,13,8,5",226,98,7.62E-07,0.000148313,"0.366,0.178,0.224,0.026,0.0","0.0,0.0,0.0,0.0,0.032,0.178,0.08",0.117
A3_ss,10014,ENSG00000071127.18,WDR1,chr4,-,"11,32,12,3,1","79,99,64,116,32","0,2,4,3,6,3,2","20,77,92,20,104,81,15",257,98,8.61E-07,0.00016479,"0.05,0.11,0.067,0.01,0.012","0.0,0.01,0.016,0.054,0.022,0.014,0.048",0.026
A3_ss,147,ENSG00000147099.21,HDAC8,chrX,-,"22,61,45,8,16","34,48,54,37,13","10,4,9,7,16,13,12","20,53,43,18,35,25,17",898,98,8.83E-07,0.000166071,"0.066,0.122,0.083,0.023,0.118","0.052,0.008,0.022,0.041,0.048,0.054,0.072",0.04
A3_ss,14030,ENSG00000196756.16,SNHG17,chr20,-,"28,28,30,18,9","0,0,0,0,0","4,10,19,11,7,0,28","0,2,0,2,0,14,0",1241,98,9.06E-07,0.000167621,"1.0,1.0,1.0,1.0,1.0","1.0,0.283,1.0,0.303,1.0,0.0,1.0",0.345
A3_ss,11861,ENSG00000117616.18,RSRP1,chr1,-,"36,7,22,23,34","183,214,211,3,45","11,60,41,12,61,50,61","28,20,8,9,57,41,13",689,98,1.02E-06,0.000185107,"0.027,0.005,0.015,0.522,0.097","0.053,0.299,0.422,0.159,0.132,0.148,0.4",-0.097
A3_ss,2056,ENSG00000131095.14,GFAP,chr17,-,"44,62,73,43,32","30,14,30,8,3","28,37,27,35,16,18,26","2,0,0,0,4,2,1",448,98,1.06E-06,0.000189441,"0.243,0.492,0.347,0.54,0.7","0.754,1.0,1.0,1.0,0.467,0.663,0.85",-0.355
A3_ss,16053,ENSG00000234745.14,HLA-B,chr6,-,"6,751,335,743,529,620","0,0,0,2,9","524,332,346,315,352,000,000","1,2,7,0,3,5,18",656,98,1.19E-06,0.00021039,"1.0,1.0,1.0,0.975,0.913","0.987,0.961,0.881,1.0,0.946,0.917,0.76",0.056
A3_ss,10501,ENSG00000178927.19,CYBC1,chr17,-,"24,6,30,5,12","34,18,49,140,34","0,3,10,0,7,7,3","29,58,54,18,51,34,35",340,98,1.39E-06,0.000238588,"0.169,0.088,0.15,0.01,0.092","0.0,0.015,0.051,0.0,0.038,0.056,0.024",0.076
A3_ss,12079,ENSG00000137941.17,TTLL7,chr1,-,"4,7,6,1,1","17,27,36,51,11","0,1,0,0,2,0,0","14,45,45,8,79,26,2",158,98,1.39E-06,0.000238588,"0.127,0.139,0.094,0.012,0.053","0.0,0.014,0.0,0.0,0.015,0.0,0.0",0.081
A3_ss,5346,ENSG00000304309.1,ENSG00000304309,chr12,-,"6,10,13,63,20","0,6,2,8,1","18,18,11,14,25,25,17","1,0,0,0,0,3,0",105,98,1.50E-06,0.000250008,"1.0,0.609,0.858,0.88,0.949","0.944,1.0,1.0,1.0,1.0,0.886,1.0",-0.117
A3_ss,11998,ENSG00000291079.2,SDHAP3,chr5,-,"4,0,7,2,1","4,1,3,4,1","0,0,1,2,0,2,0","1,10,3,2,3,5,1",225,98,1.50E-06,0.000250008,"0.303,0.0,0.504,0.179,0.303","0.0,0.0,0.127,0.303,0.0,0.148,0.0",0.175
A3_ss,6488,ENSG00000165138.18,ANKS6,chr9,-,"3,0,1,1,0","8,3,9,10,18","4,4,2,3,9,4,1","2,6,4,6,1,7,8",101,98,1.89E-06,0.000309827,"0.267,0.0,0.097,0.088,0.0","0.66,0.393,0.327,0.327,0.897,0.357,0.108",-0.348
A3_ss,14058,ENSG00000100711.14,ZFYVE21,chr14,+,"18,47,12,4,7","87,158,75,158,36","5,22,5,2,12,11,7","119,125,149,108,172,127,82",285,98,1.94E-06,0.000313775,"0.066,0.093,0.052,0.009,0.063","0.014,0.057,0.011,0.006,0.023,0.029,0.029",0.032
A3_ss,14722,ENSG00000178078.12,STAP2,chr19,-,"2,6,5,4,5","3,0,6,2,1","10,5,3,5,4,8,7","0,0,0,4,0,0,1",101,98,3.38E-06,0.000538266,"0.393,1.0,0.447,0.66,0.829","1.0,1.0,1.0,0.548,1.0,1.0,0.872",-0.251
A3_ss,21454,ENSG00000206503.15,HLA-A,chr6,+,"50,21,18,36,7","584,583,489,684,372","31,5,34,22,8,33,43","258,261,210,242,344,000,000",132,98,3.54E-06,0.000556042,"0.06,0.026,0.027,0.038,0.014","0.082,0.014,0.107,0.063,0.017,0.076,0.087",-0.031
A3_ss,16598,ENSG00000147526.20,TACC1,chr8,+,"85,112,40,118,23","1,0,0,1,0","13,59,133,23,110,44,23","0,5,11,4,4,2,0",101,98,3.80E-06,0.000589646,"0.988,1.0,1.0,0.991,1.0","1.0,0.92,0.921,0.848,0.964,0.955,1.0",0.052
A3_ss,14031,ENSG00000196756.16,SNHG17,chr20,-,"29,29,30,17,9","0,0,0,0,0","4,10,20,13,7,3,29","0,2,0,2,0,14,0",1368,98,4.21E-06,0.000643567,"1.0,1.0,1.0,1.0,1.0","1.0,0.264,1.0,0.318,1.0,0.015,1.0",0.343
A3_ss,5731,ENSG00000137522.18,RNF121,chr11,+,"36,40,13,48,16","0,0,1,2,0","7,17,37,2,44,22,13","1,6,1,3,9,1,1",144,98,4.45E-06,0.000671511,"1.0,1.0,0.898,0.942,1.0","0.827,0.658,0.962,0.312,0.769,0.937,0.898",0.202
A3_ss,13152,ENSG00000143093.15,STRIP1,chr1,+,"84,66,34,128,10","0,7,4,1,0","26,110,122,15,123,76,34","0,0,2,0,2,0,0",1329,98,4.97E-06,0.000740812,"1.0,0.41,0.385,0.904,1.0","1.0,1.0,0.818,1.0,0.819,1.0,1.0",-0.208
A3_ss,19980,ENSG00000154957.14,ZNF18,chr17,-,"1,1,8,12,1","0,0,0,2,1","4,8,4,5,3,10,3","2,4,5,2,2,4,2",101,98,5.24E-06,0.000770918,"1.0,1.0,1.0,0.853,0.492","0.66,0.66,0.437,0.708,0.593,0.708,0.593",0.246
A3_ss,8464,ENSG00000247556.8,OIP5-AS1,chr15,+,"6,4,10,4,5","1,2,1,2,0","0,10,4,6,6,8,4","1,0,0,0,0,0,0",979,98,5.40E-06,0.000784998,"0.375,0.167,0.5,0.167,1.0","0.0,1.0,1.0,1.0,1.0,1.0,1.0",-0.415
A3_ss,9490,ENSG00000255717.10,SNHG1,chr11,-,"36,58,49,31,17","0,23,7,0,0","6,40,12,19,37,22,10","0,0,0,2,2,0,0",329,98,5.64E-06,0.000809698,"1.0,0.429,0.676,1.0,1.0","1.0,1.0,1.0,0.739,0.846,1.0,1.0",-0.12
A3_ss,8419,ENSG00000130714.19,POMT1,chr9,+,"13,12,6,7,7","55,43,23,44,25","1,3,1,1,2,4,4","10,47,39,17,26,37,31",237,98,6.11E-06,0.000865698,"0.089,0.103,0.097,0.062,0.104","0.04,0.026,0.01,0.024,0.031,0.043,0.051",0.059
A3_ss,2791,ENSG00000103365.16,GGA2,chr16,-,"12,8,12,1,3","22,14,15,26,8","6,0,3,1,3,2,0","8,32,26,18,36,20,2",227,98,6.64E-06,0.000907876,"0.191,0.198,0.257,0.016,0.139","0.245,0.0,0.047,0.023,0.035,0.041,0.0",0.104
A3_ss,3550,ENSG00000160410.15,SHKBP1,chr19,+,"3,5,3,1,1","8,3,11,7,3","1,0,1,0,2,0,0","6,15,6,1,11,14,4",155,98,6.59E-06,0.000907876,"0.192,0.513,0.147,0.083,0.174","0.095,0.0,0.095,0.0,0.103,0.0,0.0",0.18
A3_ss,5328,ENSG00000304309.1,ENSG00000304309,chr12,-,"3,9,11,1,13","10,9,37,66,60","5,2,1,0,2,2,2","34,24,13,38,47,62,27",458,98,6.57E-06,0.000907876,"0.06,0.176,0.06,0.003,0.044","0.031,0.018,0.016,0.0,0.009,0.007,0.016",0.055
A3_ss,7197,ENSG00000078808.20,SDF4,chr1,-,"18,19,22,1,6","311,313,279,406,190","2,5,2,0,4,9,5","262,220,252,208,248,000,000",176,98,7.00E-06,0.000945051,"0.031,0.033,0.042,0.001,0.017","0.004,0.012,0.004,0.0,0.009,0.019,0.011",0.016
A3_ss,4155,ENSG00000136153.21,LMO7,chr13,+,"6,11,0,2,0","32,25,21,57,2","1,0,0,0,2,0,1","16,71,62,10,65,32,3",179,98,7.52E-06,0.001003867,"0.093,0.194,0.0,0.019,0.0","0.033,0.0,0.0,0.0,0.017,0.0,0.154",0.032
A3_ss,6457,ENSG00000105698.16,USF2,chr19,+,"992,113,894,310,971,000","20,24,16,11,5","905,907,834,807,100,000,000,000","12,18,23,26,24,34,59",122,98,7.86E-06,0.001036276,"0.976,0.974,0.979,0.988,0.994","0.984,0.976,0.967,0.961,0.971,0.973,0.942",0.014
A3_ss,10785,ENSG00000033627.18,ATP6V0A1,chr17,+,"203,298,287,55,91","434,302,327,456,155","61,68,119,32,81,64,97","166,452,484,246,309,000,000",4353,98,8.50E-06,0.001109032,"0.01,0.022,0.019,0.003,0.013","0.008,0.003,0.006,0.003,0.006,0.005,0.009",0.008
A3_ss,10069,ENSG00000178104.22,PDE4DIP,chr1,+,"35,50,13,42,13","0,4,1,3,0","9,20,30,18,33,32,24","0,0,0,0,0,0,0",2701,98,9.10E-06,0.001173523,"1.0,0.312,0.321,0.337,1.0","1.0,1.0,1.0,1.0,1.0,1.0,1.0",-0.406
A3_ss,8338,ENSG00000250722.6,SELENOP,chr5,-,"362,667,463,290,118","0,36,5,0,0","187,447,381,75,1176,446,151","0,0,0,0,5,0,0",2433,98,9.61E-06,0.001225205,"1.0,0.427,0.789,1.0,1.0","1.0,1.0,1.0,1.0,0.905,1.0,1.0",-0.143
